sales_key,customer_key,product_key,region_key,date_key,order_id,ship_date,ship_mode,sales,quantity,discount,profit,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag,customer_id,customer_name,segment,product_id,product_name,category,sub_category,country_region,city,state_province,postal_code,region,order_date,order_year,order_month,order_quarter,weekday
4607,306,354,109,683,US-2024-148796,2024-04-18,Standard Class,383.8,5,0.2,38.37999999999998,4,Medium,9.999999999999996,345.42,Low,0,PB-19150,Philip Brown,Consumer,FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,United States,Los Angeles,California,90004,West,2024-04-14,2024,4,2,Sunday
4608,754,1679,123,683,US-2024-166625,2024-04-17,First Class,25.06,2,0.0,11.778199999999998,3,Medium,47.0,13.2818,No Discount,0,JM-15580,Jill Matthias,Consumer,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,United States,Baltimore,Maryland,21215,East,2024-04-14,2024,4,2,Sunday
4609,392,646,115,683,US-2024-112669,2024-04-14,Same Day,42.976,4,0.2,4.297600000000003,0,Fast,10.000000000000004,38.6784,Low,0,KT-16465,Kean Takahito,Consumer,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,United States,Glendale,Arizona,85301,West,2024-04-14,2024,4,2,Sunday
4610,24,96,28,683,US-2024-164735,2024-04-19,Second Class,81.19999999999999,5,0.0,12.18,5,Medium,15.000000000000002,69.01999999999998,No Discount,0,TB-21400,Tom Boeckenhauer,Consumer,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,United States,Alexandria,Virginia,22304,South,2024-04-14,2024,4,2,Sunday
4611,658,618,79,684,US-2024-136406,2024-04-17,Second Class,1121.568,2,0.2,0.0,2,Fast,0.0,1121.568,Low,0,BD-11320,Bill Donatelli,Consumer,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,United States,San Francisco,California,94110,West,2024-04-15,2024,4,2,Monday
4612,170,1680,503,684,US-2024-132423,2024-04-19,Standard Class,33.48800000000001,7,0.2,5.860399999999997,4,Medium,17.49999999999999,27.627600000000008,Low,0,MY-18295,Muhammed Yedwab,Corporate,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,United States,Grapevine,Texas,76051,Central,2024-04-15,2024,4,2,Monday
4613,241,1681,504,684,US-2024-123750,2024-04-21,Standard Class,189.58800000000005,2,0.7,-145.3508,6,Slow,-76.66666666666664,334.9388,High,1,RB-19795,Ross Baird,Home Office,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,United States,Gastonia,North Carolina,28052,South,2024-04-15,2024,4,2,Monday
4614,170,811,503,684,US-2024-132423,2024-04-19,Standard Class,8.04,5,0.2,2.914499999999999,4,Medium,36.24999999999999,5.125500000000001,Low,0,MY-18295,Muhammed Yedwab,Corporate,OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners,United States,Grapevine,Texas,76051,Central,2024-04-15,2024,4,2,Monday
4615,497,1682,161,684,US-2024-117849,2024-04-17,Second Class,143.7,3,0.0,68.976,2,Fast,48.00000000000001,74.72399999999999,No Discount,0,JK-16120,Julie Kriz,Home Office,OFF-PA-10004327,Xerox 1911,Office Supplies,Paper,United States,San Diego,California,92105,West,2024-04-15,2024,4,2,Monday
4616,241,1167,504,684,US-2024-123750,2024-04-21,Standard Class,4.768,2,0.2,-0.7748000000000006,6,Slow,-16.250000000000014,5.542800000000001,Low,1,RB-19795,Ross Baird,Home Office,OFF-ST-10000617,Woodgrain Magazine Files by Perma,Office Supplies,Storage,United States,Gastonia,North Carolina,28052,South,2024-04-15,2024,4,2,Monday
4617,241,298,504,684,US-2024-123750,2024-04-21,Standard Class,408.744,7,0.2,76.63949999999998,6,Slow,18.749999999999993,332.10450000000003,Low,0,RB-19795,Ross Baird,Home Office,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,United States,Gastonia,North Carolina,28052,South,2024-04-15,2024,4,2,Monday
4618,241,298,504,684,US-2024-123750,2024-04-21,Standard Class,291.96,5,0.2,54.74249999999998,6,Slow,18.749999999999993,237.2175,Low,0,RB-19795,Ross Baird,Home Office,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,United States,Gastonia,North Carolina,28052,South,2024-04-15,2024,4,2,Monday
4619,184,530,165,685,US-2024-107440,2024-04-20,Standard Class,9.96,2,0.0,3.2867999999999995,4,Medium,32.99999999999999,6.673200000000001,No Discount,0,BS-11365,Bill Shonely,Corporate,FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,United States,Lakewood,New Jersey,08701,East,2024-04-16,2024,4,2,Tuesday
4620,363,534,218,685,US-2024-164588,2024-04-23,Standard Class,12.84,3,0.0,3.723599999999999,7,Slow,28.999999999999993,9.1164,No Discount,0,AP-10915,Arthur Prichep,Consumer,OFF-AR-10003056,Newell 341,Office Supplies,Art,United States,Columbus,Georgia,31907,South,2024-04-16,2024,4,2,Tuesday
4621,184,773,165,685,US-2024-107440,2024-04-20,Standard Class,25.299999999999997,5,0.0,11.890999999999998,4,Medium,47.0,13.409,No Discount,0,BS-11365,Bill Shonely,Corporate,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,United States,Lakewood,New Jersey,08701,East,2024-04-16,2024,4,2,Tuesday
4622,510,430,297,685,US-2024-166282,2024-04-22,Standard Class,123.088,7,0.2,40.0036,6,Slow,32.5,83.08439999999999,Low,0,PK-19075,Pete Kriz,Consumer,OFF-PA-10003022,Xerox 1992,Office Supplies,Paper,United States,Nashville,Tennessee,37211,South,2024-04-16,2024,4,2,Tuesday
4623,244,929,56,685,US-2024-105473,2024-04-18,Second Class,28.799999999999997,3,0.0,0.8640000000000008,2,Fast,3.000000000000003,27.935999999999996,No Discount,0,BM-11785,Bryan Mills,Consumer,OFF-SU-10003567,Stiletto Hand Letter Openers,Office Supplies,Supplies,United States,Seattle,Washington,98115,West,2024-04-16,2024,4,2,Tuesday
4624,510,815,297,685,US-2024-166282,2024-04-22,Standard Class,35.168,4,0.2,8.352400000000001,6,Slow,23.750000000000004,26.815599999999996,Low,0,PK-19075,Pete Kriz,Consumer,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,United States,Nashville,Tennessee,37211,South,2024-04-16,2024,4,2,Tuesday
4625,184,1683,165,685,US-2024-107440,2024-04-20,Standard Class,9099.93,7,0.0,2365.9817999999996,4,Medium,25.999999999999996,6733.948200000001,No Discount,0,BS-11365,Bill Shonely,Corporate,TEC-MA-10001047,"3D Systems Cube Printer, 2nd Generation, Magenta",Technology,Machines,United States,Lakewood,New Jersey,08701,East,2024-04-16,2024,4,2,Tuesday
4626,409,1684,281,686,US-2024-108735,2024-04-21,Standard Class,257.499,3,0.15,24.235199999999978,4,Medium,9.411764705882344,233.2638000000001,Low,0,JM-15535,Jessica Myrick,Consumer,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,United States,Lakewood,California,90712,West,2024-04-17,2024,4,2,Wednesday
4627,154,1685,75,686,US-2024-149111,2024-04-21,Second Class,18.624,8,0.2,6.285599999999999,4,Medium,33.75,12.3384,Low,0,BF-11170,Ben Ferrer,Home Office,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,United States,Raleigh,North Carolina,27604,South,2024-04-17,2024,4,2,Wednesday
4628,352,1686,337,686,US-2024-159415,2024-04-22,Standard Class,79.12,5,0.2,13.845999999999997,5,Medium,17.499999999999993,65.274,Low,0,CS-12175,Charles Sheldon,Corporate,FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings,United States,Columbia,Tennessee,38401,South,2024-04-17,2024,4,2,Wednesday
4629,753,333,202,686,US-2024-133508,2024-04-21,Standard Class,29.049999999999997,5,0.0,9.0055,4,Medium,31.0,20.0445,No Discount,0,SW-20350,Sean Wendt,Home Office,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,United States,Omaha,Nebraska,68104,Central,2024-04-17,2024,4,2,Wednesday
4630,154,440,75,686,US-2024-149111,2024-04-21,Second Class,36.792,1,0.2,4.139099999999999,4,Medium,11.249999999999998,32.6529,Low,0,BF-11170,Ben Ferrer,Home Office,TEC-PH-10003092,Motorola L804,Technology,Phones,United States,Raleigh,North Carolina,27604,South,2024-04-17,2024,4,2,Wednesday
4631,409,1684,505,686,CA-2024-108735,2024-04-21,Standard Class,79.12,5,0.2,13.845999999999997,4,Medium,17.499999999999993,65.274,Low,0,JM-15535,Jessica Myrick,Consumer,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,Canada,Vancouver,British Columbia,V6E,West,2024-04-17,2024,4,2,Wednesday
4632,433,581,127,687,US-2024-125087,2024-04-23,Standard Class,344.37199999999996,4,0.3,-93.47240000000002,5,Medium,-27.142857142857153,437.8443999999999,Medium,1,TH-21115,Thea Hudgings,Corporate,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,United States,Houston,Texas,77070,Central,2024-04-18,2024,4,2,Thursday
4633,433,1485,127,687,US-2024-125087,2024-04-23,Standard Class,127.88,5,0.6,-67.137,5,Medium,-52.5,195.017,High,1,TH-21115,Thea Hudgings,Corporate,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,United States,Houston,Texas,77070,Central,2024-04-18,2024,4,2,Thursday
4634,512,678,39,687,US-2024-139381,2024-04-22,Standard Class,203.92,4,0.0,55.058400000000006,4,Medium,27.000000000000007,148.86159999999998,No Discount,0,RF-19840,Roy Französisch,Consumer,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,United States,Chesapeake,Virginia,23320,South,2024-04-18,2024,4,2,Thursday
4635,609,212,59,687,US-2024-144785,2024-04-23,Standard Class,6.99,3,0.0,2.027099999999999,5,Medium,28.999999999999982,4.962900000000001,No Discount,0,CS-12490,Cindy Schnelling,Corporate,OFF-AR-10001573,American Pencil,Office Supplies,Art,United States,New York City,New York,10009,East,2024-04-18,2024,4,2,Thursday
4636,755,429,55,687,US-2024-155551,2024-04-23,Standard Class,9.664,2,0.2,3.2615999999999996,5,Medium,33.75,6.4024,Low,0,CR-12580,Clay Rozendal,Home Office,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper,United States,Elmhurst,Illinois,60126,Central,2024-04-18,2024,4,2,Thursday
4637,433,1399,127,687,US-2024-125087,2024-04-23,Standard Class,1554.936,3,0.2,77.74680000000001,5,Medium,5.000000000000001,1477.1891999999998,Low,0,TH-21115,Thea Hudgings,Corporate,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,United States,Houston,Texas,77070,Central,2024-04-18,2024,4,2,Thursday
4638,755,1088,55,687,US-2024-155551,2024-04-23,Standard Class,230.376,3,0.2,-48.9549,5,Medium,-21.25,279.3309,Low,1,CR-12580,Clay Rozendal,Home Office,OFF-ST-10003656,Safco Industrial Wire Shelving,Office Supplies,Storage,United States,Elmhurst,Illinois,60126,Central,2024-04-18,2024,4,2,Thursday
4639,609,795,59,687,US-2024-144785,2024-04-23,Standard Class,6.84,1,0.0,1.8468,5,Medium,27.0,4.9932,No Discount,0,CS-12490,Cindy Schnelling,Corporate,OFF-SU-10004290,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Office Supplies,Supplies,United States,New York City,New York,10009,East,2024-04-18,2024,4,2,Thursday
4640,512,1535,39,687,US-2024-139381,2024-04-22,Standard Class,29.56,4,0.0,7.981200000000001,4,Medium,27.000000000000007,21.5788,No Discount,0,RF-19840,Roy Französisch,Consumer,TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones,United States,Chesapeake,Virginia,23320,South,2024-04-18,2024,4,2,Thursday
4641,150,1615,54,688,US-2024-161396,2024-04-25,Standard Class,205.176,2,0.4,-58.13319999999999,6,Slow,-28.33333333333333,263.3092,Medium,1,GM-14455,Gary Mitchum,Home Office,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,United States,Columbus,Ohio,43229,East,2024-04-19,2024,4,2,Friday
4642,123,1597,6,688,US-2024-115819,2024-04-24,Second Class,5.46,3,0.0,1.5288000000000002,5,Medium,28.000000000000004,3.9312,No Discount,0,JO-15280,Jas O'Carroll,Consumer,OFF-AR-10000823,Newell 307,Office Supplies,Art,United States,Los Angeles,California,90049,West,2024-04-19,2024,4,2,Friday
4643,116,1361,58,688,US-2024-109666,2024-04-26,Standard Class,71.96,2,0.0,17.989999999999995,7,Slow,24.999999999999993,53.97,No Discount,0,KM-16720,Kunst Miller,Consumer,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,United States,New York City,New York,10035,East,2024-04-19,2024,4,2,Friday
4644,123,51,6,688,US-2024-115819,2024-04-24,Second Class,73.2,5,0.0,21.228,5,Medium,29.000000000000004,51.972,No Discount,0,JO-15280,Jas O'Carroll,Consumer,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,United States,Los Angeles,California,90049,West,2024-04-19,2024,4,2,Friday
4645,116,563,58,688,US-2024-109666,2024-04-26,Standard Class,3.28,2,0.0,1.4759999999999998,7,Slow,44.99999999999999,1.804,No Discount,0,KM-16720,Kunst Miller,Consumer,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,Art,United States,New York City,New York,10035,East,2024-04-19,2024,4,2,Friday
4646,123,788,6,688,US-2024-115819,2024-04-24,Second Class,5.84,1,0.2,1.9709999999999996,5,Medium,33.75,3.869,Low,0,JO-15280,Jas O'Carroll,Consumer,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,United States,Los Angeles,California,90049,West,2024-04-19,2024,4,2,Friday
4647,116,561,58,688,US-2024-109666,2024-04-26,Standard Class,9.28,2,0.2,3.248,7,Slow,35.0,6.031999999999999,Low,0,KM-16720,Kunst Miller,Consumer,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,United States,New York City,New York,10035,East,2024-04-19,2024,4,2,Friday
4648,123,1176,6,688,US-2024-115819,2024-04-24,Second Class,9.336,3,0.2,3.2675999999999994,5,Medium,34.99999999999999,6.0684000000000005,Low,0,JO-15280,Jas O'Carroll,Consumer,OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,United States,Los Angeles,California,90049,West,2024-04-19,2024,4,2,Friday
4649,150,624,54,688,US-2024-161396,2024-04-25,Standard Class,419.4,5,0.2,146.79,6,Slow,35.0,272.61,Low,0,GM-14455,Gary Mitchum,Home Office,OFF-PA-10000418,Xerox 189,Office Supplies,Paper,United States,Columbus,Ohio,43229,East,2024-04-19,2024,4,2,Friday
4650,123,670,6,688,US-2024-115819,2024-04-24,Second Class,22.72,4,0.0,10.223999999999998,5,Medium,44.99999999999999,12.496,No Discount,0,JO-15280,Jas O'Carroll,Consumer,OFF-PA-10002377,Xerox 1916,Office Supplies,Paper,United States,Los Angeles,California,90049,West,2024-04-19,2024,4,2,Friday
4651,116,82,58,688,US-2024-109666,2024-04-26,Standard Class,459.88,4,0.0,13.796400000000006,7,Slow,3.0000000000000013,446.0836,No Discount,0,KM-16720,Kunst Miller,Consumer,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,United States,New York City,New York,10035,East,2024-04-19,2024,4,2,Friday
4652,116,1479,58,688,US-2024-109666,2024-04-26,Standard Class,54.900000000000006,5,0.0,15.372000000000003,7,Slow,28.000000000000004,39.528000000000006,No Discount,0,KM-16720,Kunst Miller,Consumer,OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,United States,New York City,New York,10035,East,2024-04-19,2024,4,2,Friday
4653,116,550,58,688,US-2024-109666,2024-04-26,Standard Class,7.76,2,0.0,2.250399999999999,7,Slow,28.999999999999982,5.509600000000001,No Discount,0,KM-16720,Kunst Miller,Consumer,OFF-SU-10002522,Acme Kleen Earth Office Shears,Office Supplies,Supplies,United States,New York City,New York,10035,East,2024-04-19,2024,4,2,Friday
4654,123,141,6,688,US-2024-115819,2024-04-24,Second Class,39.96000000000001,5,0.2,12.986999999999997,5,Medium,32.499999999999986,26.973000000000013,Low,0,JO-15280,Jas O'Carroll,Consumer,TEC-PH-10004700,PowerGen Dual USB Car Charger,Technology,Phones,United States,Los Angeles,California,90049,West,2024-04-19,2024,4,2,Friday
4655,116,1576,58,688,US-2024-109666,2024-04-26,Standard Class,25.98,2,0.0,0.779399999999999,7,Slow,2.999999999999996,25.2006,No Discount,0,KM-16720,Kunst Miller,Consumer,TEC-PH-10004774,Gear Head AU3700S Headset,Technology,Phones,United States,New York City,New York,10035,East,2024-04-19,2024,4,2,Friday
4656,465,1332,159,689,US-2024-103646,2024-04-26,Standard Class,48.79199999999999,3,0.8,-126.85920000000002,5,Medium,-260.0000000000001,175.65120000000002,High,1,SP-20545,Sibella Parks,Corporate,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,United States,Chicago,Illinois,60623,Central,2024-04-21,2024,4,2,Sunday
4657,552,1426,495,689,US-2024-146423,2024-04-21,Same Day,15.48,3,0.0,4.4891999999999985,0,Fast,28.999999999999982,10.990800000000002,No Discount,0,BT-11680,Brian Thompson,Consumer,OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,Art,United States,Milford,Connecticut,06460,East,2024-04-21,2024,4,2,Sunday
4658,465,720,159,689,US-2024-103646,2024-04-26,Standard Class,44.84799999999999,8,0.8,-67.27200000000002,5,Medium,-150.00000000000006,112.12,High,1,SP-20545,Sibella Parks,Corporate,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,United States,Chicago,Illinois,60623,Central,2024-04-21,2024,4,2,Sunday
4659,420,1516,56,689,US-2024-151498,2024-04-24,First Class,8.32,5,0.2,2.808,3,Medium,33.75,5.5120000000000005,Low,0,DN-13690,Duane Noonan,Consumer,OFF-BI-10004967,Round Ring Binders,Office Supplies,Binders,United States,Seattle,Washington,98115,West,2024-04-21,2024,4,2,Sunday
4660,552,274,495,689,US-2024-146423,2024-04-21,Same Day,51.84,8,0.0,24.8832,0,Fast,47.99999999999999,26.956800000000005,No Discount,0,BT-11680,Brian Thompson,Consumer,OFF-PA-10003797,Xerox 209,Office Supplies,Paper,United States,Milford,Connecticut,06460,East,2024-04-21,2024,4,2,Sunday
4661,465,576,159,689,US-2024-103646,2024-04-26,Standard Class,102.336,4,0.2,-12.792000000000002,5,Medium,-12.500000000000004,115.128,Low,1,SP-20545,Sibella Parks,Corporate,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,United States,Chicago,Illinois,60623,Central,2024-04-21,2024,4,2,Sunday
4662,459,995,181,690,US-2024-109869,2024-04-29,Standard Class,23.56,5,0.2,7.0680000000000005,7,Slow,30.000000000000004,16.491999999999997,Low,0,TN-21040,Tanja Norvell,Home Office,FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,United States,Phoenix,Arizona,85023,West,2024-04-22,2024,4,2,Monday
4663,197,60,91,690,US-2024-147578,2024-04-26,Second Class,31.56,3,0.0,10.4148,4,Medium,33.0,21.1452,No Discount,0,PG-18895,Paul Gonzalez,Consumer,FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,United States,San Francisco,California,94122,West,2024-04-22,2024,4,2,Monday
4664,756,1164,506,690,US-2024-113061,2024-04-26,Standard Class,86.62,2,0.0,8.661999999999992,4,Medium,9.999999999999991,77.95800000000001,No Discount,0,EL-13735,Ed Ludwig,Home Office,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,United States,Jefferson City,Missouri,65109,Central,2024-04-22,2024,4,2,Monday
4665,459,242,181,690,US-2024-109869,2024-04-29,Standard Class,1272.63,6,0.5,-814.4831999999999,7,Slow,-63.99999999999999,2087.1132,Medium,1,TN-21040,Tanja Norvell,Home Office,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,United States,Phoenix,Arizona,85023,West,2024-04-22,2024,4,2,Monday
4666,459,160,181,690,US-2024-109869,2024-04-29,Standard Class,78.272,2,0.2,5.8704,7,Slow,7.5,72.4016,Low,0,TN-21040,Tanja Norvell,Home Office,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,United States,Phoenix,Arizona,85023,West,2024-04-22,2024,4,2,Monday
4667,13,1344,358,690,US-2024-101329,2024-04-29,Standard Class,32.129999999999995,9,0.0,8.3538,7,Slow,26.0,23.776199999999996,No Discount,0,MM-17920,Michael Moore,Consumer,OFF-AR-10000614,Barrel Sharpener,Office Supplies,Art,United States,Rome,New York,13440,East,2024-04-22,2024,4,2,Monday
4668,13,637,358,690,US-2024-101329,2024-04-29,Standard Class,2.88,1,0.0,0.8064,7,Slow,28.000000000000004,2.0736,No Discount,0,MM-17920,Michael Moore,Consumer,OFF-AR-10003190,Newell 32,Office Supplies,Art,United States,Rome,New York,13440,East,2024-04-22,2024,4,2,Monday
4669,459,1162,181,690,US-2024-109869,2024-04-29,Standard Class,28.485,5,0.7,-20.88899999999999,7,Slow,-73.3333333333333,49.37399999999999,High,1,TN-21040,Tanja Norvell,Home Office,OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,United States,Phoenix,Arizona,85023,West,2024-04-22,2024,4,2,Monday
4670,728,813,167,690,US-2024-109057,2024-04-27,Standard Class,23.952,2,0.2,2.3952000000000018,5,Medium,10.000000000000004,21.5568,Low,0,TT-21460,Tonja Turnell,Home Office,OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage,United States,Aurora,Illinois,60505,Central,2024-04-22,2024,4,2,Monday
4671,459,1687,181,690,US-2024-109869,2024-04-29,Standard Class,185.376,2,0.2,-34.75800000000002,7,Slow,-18.750000000000007,220.134,Low,1,TN-21040,Tanja Norvell,Home Office,OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies,Supplies,United States,Phoenix,Arizona,85023,West,2024-04-22,2024,4,2,Monday
4672,727,318,507,691,US-2024-126270,2024-04-27,Standard Class,18.088,7,0.2,6.556900000000001,4,Medium,36.25,11.5311,Low,0,AF-10870,Art Ferguson,Consumer,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,United States,San Clemente,California,92672,West,2024-04-23,2024,4,2,Tuesday
4673,275,89,508,691,US-2024-162138,2024-04-27,Standard Class,251.52,6,0.2,81.744,4,Medium,32.5,169.776,Low,0,GK-14620,Grace Kelly,Corporate,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,United States,Hesperia,California,92345,West,2024-04-23,2024,4,2,Tuesday
4674,727,1296,507,691,US-2024-126270,2024-04-27,Standard Class,71.97,3,0.0,35.985,4,Medium,50.0,35.985,No Discount,0,AF-10870,Art Ferguson,Consumer,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,United States,San Clemente,California,92672,West,2024-04-23,2024,4,2,Tuesday
4675,664,1688,239,691,US-2024-124149,2024-04-26,First Class,108.336,6,0.2,37.91759999999999,3,Medium,34.99999999999999,70.4184,Low,0,MJ-17740,Max Jones,Consumer,OFF-PA-10002421,Embossed Ink Jet Note Cards,Office Supplies,Paper,United States,Lancaster,Ohio,43130,East,2024-04-23,2024,4,2,Tuesday
4676,255,1689,206,691,US-2024-130001,2024-04-28,Standard Class,36.24000000000001,5,0.2,11.324999999999996,5,Medium,31.24999999999998,24.915000000000013,Low,0,HK-14890,Heather Kirkland,Corporate,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,United States,Charlotte,North Carolina,28205,South,2024-04-23,2024,4,2,Tuesday
4677,664,837,239,691,US-2024-124149,2024-04-26,First Class,78.304,2,0.2,29.363999999999997,3,Medium,37.49999999999999,48.940000000000005,Low,0,MJ-17740,Max Jones,Consumer,OFF-PA-10002923,Xerox 1942,Office Supplies,Paper,United States,Lancaster,Ohio,43130,East,2024-04-23,2024,4,2,Tuesday
4678,664,57,239,691,US-2024-124149,2024-04-26,First Class,55.92,5,0.2,6.291,3,Medium,11.25,49.629000000000005,Low,0,MJ-17740,Max Jones,Consumer,OFF-ST-10000760,Eldon Fold 'N Roll Cart System,Office Supplies,Storage,United States,Lancaster,Ohio,43130,East,2024-04-23,2024,4,2,Tuesday
4679,275,308,508,691,US-2024-162138,2024-04-27,Standard Class,99.99,1,0.0,34.9965,4,Medium,35.0,64.9935,No Discount,0,GK-14620,Grace Kelly,Corporate,TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories,United States,Hesperia,California,92345,West,2024-04-23,2024,4,2,Tuesday
4680,757,801,342,692,US-2024-149279,2024-04-28,Standard Class,1325.76,6,0.2,149.1479999999999,4,Medium,11.249999999999991,1176.612,Low,0,CL-12700,Craig Leslie,Home Office,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,United States,Colorado Springs,Colorado,80906,West,2024-04-24,2024,4,2,Wednesday
4681,308,568,201,692,US-2024-138933,2024-04-27,First Class,3.984,1,0.2,1.3944,3,Medium,35.0,2.5896,Low,0,JL-15130,Jack Lebron,Consumer,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,United States,Riverside,California,92503,West,2024-04-24,2024,4,2,Wednesday
4682,757,834,342,692,US-2024-149279,2024-04-28,Standard Class,3.108,2,0.7,-2.1755999999999993,4,Medium,-69.99999999999997,5.2836,High,1,CL-12700,Craig Leslie,Home Office,OFF-BI-10004040,Wilson Jones Impact Binders,Office Supplies,Binders,United States,Colorado Springs,Colorado,80906,West,2024-04-24,2024,4,2,Wednesday
4683,757,301,342,692,US-2024-149279,2024-04-28,Standard Class,15.552000000000003,3,0.2,5.4432,4,Medium,34.99999999999999,10.108800000000002,Low,0,CL-12700,Craig Leslie,Home Office,OFF-PA-10003441,Xerox 226,Office Supplies,Paper,United States,Colorado Springs,Colorado,80906,West,2024-04-24,2024,4,2,Wednesday
4684,691,32,127,692,US-2024-168081,2024-04-27,Second Class,258.696,3,0.2,64.674,3,Medium,25.0,194.022,Low,0,CA-12055,Cathy Armstrong,Home Office,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,United States,Houston,Texas,77070,Central,2024-04-24,2024,4,2,Wednesday
4685,319,1616,17,693,US-2024-150147,2024-04-29,Second Class,20.724000000000004,2,0.7,-13.815999999999995,4,Medium,-66.66666666666663,34.54,High,1,JL-15850,John Lucas,Consumer,OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,United States,Philadelphia,Pennsylvania,19134,East,2024-04-25,2024,4,2,Thursday
4686,319,622,17,693,US-2024-150147,2024-04-29,Second Class,4.896000000000001,3,0.7,-3.427199999999999,4,Medium,-69.99999999999997,8.3232,High,1,JL-15850,John Lucas,Consumer,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,United States,Philadelphia,Pennsylvania,19134,East,2024-04-25,2024,4,2,Thursday
